last,first,pos,num,comb,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
TRYAMKIN,NIKITA,D,88,NIKITA TRYAMKIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VASILEVSKIY,ANDREI,G,88,ANDREI VASILEVSKIY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,JAMIE,L,88,JAMIE MCGINN,4.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
PASTRNAK,DAVID,R,88,DAVID PASTRNAK,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0
KANE,PATRICK,R,88,PATRICK KANE,11.0,40.0,0.0,0.0,11.0,3.0,3.0,5.0,0.0,7.0,7.0,0.0,4.0,0.0,4.0,36.0,14.0,21.0,5.0,0.0,23.0,24.0,0.0,16.0
GOODROW,BARCLAY,C,89,BARCLAY GOODROW,4.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
GAGNER,SAM,C,89,SAM GAGNER,34.0,63.0,9.0,9.0,16.0,10.0,7.0,17.0,0.0,26.0,29.0,0.0,5.0,22.0,19.0,22.0,19.0,23.0,20.0,1.0,50.0,55.0,0.0,8.0
NESTEROV,NIKITA,D,89,NIKITA NESTEROV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSTON,RYAN,D,89,RYAN JOHNSTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCORMICK,MAX,L,89,MAX MCCORMICK,39.0,37.0,10.0,14.0,15.0,18.0,9.0,12.0,0.0,39.0,39.0,0.0,0.0,9.0,23.0,5.0,13.0,16.0,8.0,0.0,36.0,36.0,1.0,0.0
BOEDKER,MIKKEL,L,89,MIKKEL BOEDKER,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
COPP,ANDREW,C,9,ANDREW COPP,224.0,262.0,78.0,75.0,71.0,86.0,74.0,64.0,0.0,199.0,201.0,19.0,4.0,106.0,95.0,61.0,76.0,103.0,83.0,0.0,224.0,224.0,34.0,4.0
ZUBRUS,DAINIUS,C,9,DAINIUS ZUBRUS,15.0,12.0,1.0,6.0,8.0,7.0,5.0,3.0,0.0,15.0,15.0,0.0,0.0,6.0,4.0,2.0,2.0,9.0,1.0,0.0,10.0,10.0,2.0,0.0
CAMPBELL,GREGORY,C,9,GREGORY CAMPBELL,229.0,253.0,74.0,102.0,53.0,72.0,88.0,69.0,0.0,187.0,188.0,40.0,1.0,121.0,85.0,47.0,87.0,90.0,76.0,0.0,196.0,197.0,55.0,1.0
TLUSTY,JIRI,C,9,JIRI TLUSTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUCHENE,MATT,C,9,MATT DUCHENE,428.0,311.0,116.0,97.0,215.0,135.0,144.0,147.0,2.0,285.0,319.0,12.0,97.0,85.0,90.0,136.0,85.0,102.0,121.0,3.0,219.0,241.0,9.0,61.0
KOIVU,MIKKO,C,9,MIKKO KOIVU,987.0,771.0,270.0,299.0,418.0,296.0,331.0,343.0,17.0,675.0,733.0,64.0,190.0,227.0,250.0,294.0,239.0,248.0,279.0,5.0,515.0,572.0,81.0,118.0
OTT,STEVE,C,9,STEVE OTT,39.0,31.0,27.0,6.0,6.0,12.0,16.0,11.0,0.0,31.0,31.0,8.0,0.0,18.0,4.0,9.0,11.0,9.0,11.0,0.0,22.0,23.0,8.0,0.0
JOHNSON,TYLER,C,9,TYLER JOHNSON,479.0,507.0,111.0,168.0,200.0,167.0,161.0,147.0,4.0,360.0,393.0,12.0,74.0,141.0,184.0,182.0,165.0,171.0,166.0,5.0,376.0,411.0,32.0,64.0
ORLOV,DMITRY,D,9,DMITRY ORLOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUST,BRANDON,L,9,BRANDON PRUST,6.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0
KANE,EVANDER,L,9,EVANDER KANE,62.0,62.0,1.0,6.0,55.0,22.0,14.0,24.0,2.0,35.0,41.0,1.0,20.0,5.0,5.0,52.0,15.0,23.0,23.0,1.0,36.0,41.0,1.0,20.0
FORSBERG,FILIP,L,9,FILIP FORSBERG,2.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0
DUPUIS,PASCAL,L,9,PASCAL DUPUIS,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SPEZZA,JASON,C,90,JASON SPEZZA,538.0,443.0,117.0,165.0,256.0,180.0,186.0,171.0,1.0,399.0,419.0,8.0,111.0,123.0,124.0,196.0,145.0,158.0,137.0,3.0,346.0,364.0,8.0,71.0
O'REILLY,RYAN,C,90,RYAN O'REILLY,1024.0,788.0,363.0,282.0,379.0,306.0,354.0,349.0,15.0,661.0,718.0,126.0,180.0,322.0,206.0,260.0,244.0,257.0,278.0,9.0,503.0,554.0,119.0,115.0
NAMESTNIKOV,VLADISLAV,C,90,VLADISLAV NAMESTNIKOV,175.0,216.0,41.0,78.0,56.0,51.0,64.0,59.0,1.0,151.0,158.0,0.0,17.0,48.0,94.0,74.0,76.0,77.0,62.0,1.0,182.0,192.0,3.0,21.0
JOHANSSON,MARCUS,L,90,MARCUS JOHANSSON,128.0,150.0,33.0,53.0,42.0,43.0,46.0,39.0,0.0,122.0,126.0,0.0,2.0,40.0,56.0,54.0,49.0,46.0,49.0,6.0,141.0,149.0,1.0,0.0
CHIASSON,ALEX,R,90,ALEX CHIASSON,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
MCCANN,JARED,C,91,JARED MCCANN,181.0,341.0,43.0,79.0,59.0,60.0,56.0,63.0,2.0,170.0,179.0,0.0,2.0,98.0,132.0,111.0,107.0,124.0,107.0,3.0,313.0,327.0,3.0,11.0
TAVARES,JOHN,C,91,JOHN TAVARES,741.0,629.0,141.0,212.0,388.0,240.0,248.0,240.0,13.0,549.0,600.0,5.0,136.0,133.0,200.0,296.0,204.0,212.0,202.0,11.0,469.0,512.0,5.0,112.0
STAMKOS,STEVEN,C,91,STEVEN STAMKOS,463.0,464.0,157.0,114.0,192.0,129.0,171.0,157.0,6.0,368.0,394.0,35.0,34.0,162.0,143.0,159.0,151.0,158.0,150.0,5.0,368.0,393.0,43.0,28.0
SEGUIN,TYLER,C,91,TYLER SEGUIN,470.0,376.0,112.0,214.0,144.0,145.0,161.0,153.0,11.0,411.0,447.0,1.0,22.0,84.0,168.0,124.0,118.0,119.0,132.0,7.0,329.0,352.0,1.0,23.0
TARASENKO,VLADIMIR,R,91,VLADIMIR TARASENKO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
KUZNETSOV,EVGENY,C,92,EVGENY KUZNETSOV,543.0,594.0,154.0,195.0,194.0,168.0,204.0,160.0,11.0,459.0,497.0,1.0,45.0,162.0,203.0,229.0,175.0,210.0,193.0,16.0,504.0,545.0,4.0,45.0
RAU,KYLE,C,92,KYLE RAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANDESKOG,GABRIEL,L,92,GABRIEL LANDESKOG,31.0,25.0,0.0,7.0,24.0,9.0,8.0,14.0,0.0,17.0,19.0,3.0,9.0,4.0,3.0,18.0,7.0,9.0,9.0,0.0,18.0,18.0,3.0,4.0
FRANZEN,JOHAN,C,93,JOHAN FRANZEN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ZIBANEJAD,MIKA,C,93,MIKA ZIBANEJAD,659.0,647.0,187.0,210.0,262.0,205.0,229.0,214.0,11.0,514.0,553.0,47.0,59.0,191.0,200.0,256.0,227.0,205.0,202.0,13.0,497.0,533.0,61.0,53.0
NUGENT-HOPKINS,RYAN,C,93,RYAN NUGENT-HOPKINS,369.0,454.0,79.0,162.0,128.0,111.0,114.0,135.0,9.0,286.0,307.0,11.0,51.0,118.0,168.0,168.0,161.0,162.0,124.0,7.0,376.0,405.0,7.0,42.0
BENNETT,SAM,C,93,SAM BENNETT,160.0,187.0,44.0,67.0,49.0,64.0,44.0,52.0,0.0,148.0,150.0,1.0,9.0,49.0,68.0,70.0,57.0,69.0,61.0,0.0,175.0,176.0,2.0,9.0
YANDLE,KEITH,D,93,KEITH YANDLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VORACEK,JAKUB,R,93,JAKUB VORACEK,3.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
RANTANEN,MIKKO,R,96,MIKKO RANTANEN,13.0,11.0,5.0,4.0,4.0,3.0,4.0,6.0,0.0,13.0,13.0,0.0,0.0,1.0,6.0,4.0,3.0,2.0,6.0,0.0,11.0,11.0,0.0,0.0
MCDAVID,CONNOR,C,97,CONNOR MCDAVID,249.0,355.0,76.0,91.0,82.0,91.0,69.0,85.0,4.0,227.0,236.0,5.0,8.0,96.0,128.0,131.0,124.0,116.0,111.0,4.0,328.0,344.0,5.0,6.0
