last,first,pos,num,comb,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,326.0,436.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,166.0,150.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,188.0,292.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,144.0,232.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,45.0,76.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,458.0,635.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,428.0,681.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,334.0,433.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,5.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,6.0,5.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,72.0,1.0,2.0,69.0,19.0,30.0,21.0,2.0,39.0,46.0,26.0,0.0,330.0,188.0,208.0,182.0,58.0,5.0,9.0,25.0,9.0,11.0,8.0,13.0,6.0,0.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,9.0,0.0,0.0,9.0,2.0,3.0,4.0,0.0,9.0,9.0,0.0,0.0,57.0,53.0,55.0,48.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,51.0,0.0,0.0,51.0,17.0,16.0,18.0,0.0,37.0,39.0,12.0,0.0,256.0,203.0,241.0,222.0,44.0,5.0,2.0,17.0,10.0,4.0,5.0,1.0,14.0,0.0,0.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,7.0,0.0,0.0,7.0,1.0,5.0,1.0,0.0,7.0,7.0,0.0,0.0,40.0,38.0,46.0,46.0,5.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,18.0,0.0,0.0,18.0,9.0,5.0,4.0,0.0,18.0,18.0,0.0,0.0,82.0,76.0,91.0,60.0,14.0,3.0,1.0,8.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,27.0,0.0,0.0,27.0,10.0,11.0,6.0,0.0,26.0,26.0,1.0,0.0,128.0,119.0,133.0,127.0,17.0,5.0,5.0,13.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,43.0,0.0,1.0,42.0,19.0,11.0,13.0,0.0,33.0,33.0,9.0,1.0,182.0,145.0,122.0,110.0,42.0,1.0,0.0,13.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,51.0,0.0,1.0,50.0,20.0,13.0,18.0,0.0,35.0,36.0,15.0,0.0,296.0,198.0,220.0,202.0,41.0,8.0,2.0,23.0,3.0,4.0,6.0,1.0,13.0,0.0,1.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,98.0,0.0,1.0,97.0,41.0,29.0,27.0,1.0,76.0,78.0,20.0,0.0,356.0,255.0,285.0,252.0,78.0,13.0,7.0,44.0,21.0,10.0,9.0,4.0,10.0,0.0,0.0
PERRY,COREY,R,10,COREY PERRY,91.0,1.0,1.0,89.0,34.0,23.0,32.0,2.0,71.0,76.0,14.0,1.0,381.0,261.0,225.0,205.0,71.0,12.0,8.0,59.0,13.0,2.0,4.0,2.0,10.0,0.0,1.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,77.0,0.0,1.0,76.0,28.0,22.0,26.0,1.0,55.0,59.0,18.0,0.0,319.0,243.0,204.0,197.0,69.0,4.0,4.0,30.0,13.0,20.0,2.0,4.0,8.0,0.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,32.0,0.0,2.0,30.0,5.0,12.0,15.0,0.0,24.0,25.0,7.0,0.0,157.0,128.0,162.0,149.0,27.0,1.0,4.0,10.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,35.0,0.0,0.0,35.0,11.0,11.0,13.0,0.0,33.0,34.0,0.0,1.0,114.0,108.0,134.0,106.0,31.0,3.0,1.0,22.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,35.0,0.0,2.0,33.0,11.0,8.0,16.0,0.0,29.0,31.0,0.0,4.0,151.0,137.0,217.0,154.0,31.0,1.0,3.0,17.0,3.0,2.0,7.0,1.0,5.0,0.0,0.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,68.0,0.0,0.0,68.0,20.0,22.0,23.0,3.0,47.0,51.0,15.0,2.0,460.0,333.0,301.0,201.0,59.0,6.0,3.0,30.0,6.0,8.0,5.0,2.0,17.0,0.0,0.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,64.0,0.0,1.0,63.0,23.0,13.0,27.0,1.0,41.0,42.0,22.0,0.0,183.0,125.0,147.0,138.0,56.0,5.0,3.0,22.0,24.0,14.0,0.0,0.0,4.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,43.0,0.0,0.0,43.0,15.0,9.0,19.0,0.0,41.0,42.0,1.0,0.0,165.0,142.0,216.0,158.0,35.0,6.0,2.0,21.0,5.0,1.0,6.0,0.0,10.0,0.0,0.0
HODGSON,CODY,C,11,CODY HODGSON,30.0,0.0,0.0,30.0,6.0,13.0,11.0,0.0,28.0,29.0,1.0,0.0,90.0,86.0,62.0,62.0,25.0,3.0,2.0,12.0,7.0,3.0,3.0,2.0,3.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,53.0,1.0,2.0,50.0,15.0,18.0,16.0,4.0,34.0,41.0,11.0,1.0,249.0,173.0,243.0,221.0,44.0,4.0,5.0,26.0,8.0,6.0,4.0,1.0,7.0,0.0,1.0
STAAL,JORDAN,C,11,JORDAN STAAL,66.0,0.0,0.0,66.0,27.0,14.0,23.0,2.0,49.0,56.0,9.0,1.0,304.0,220.0,276.0,198.0,60.0,2.0,4.0,19.0,5.0,21.0,7.0,4.0,8.0,0.0,2.0
PORTER,KEVIN,C,11,KEVIN PORTER,12.0,0.0,0.0,12.0,5.0,5.0,2.0,0.0,12.0,12.0,0.0,0.0,72.0,65.0,83.0,56.0,10.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,61.0,0.0,3.0,58.0,18.0,17.0,26.0,0.0,35.0,39.0,20.0,2.0,279.0,183.0,236.0,186.0,56.0,4.0,1.0,25.0,4.0,1.0,6.0,6.0,19.0,0.0,0.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,57.0,1.0,0.0,56.0,19.0,18.0,20.0,0.0,41.0,43.0,9.0,5.0,248.0,184.0,295.0,229.0,50.0,5.0,2.0,25.0,12.0,6.0,7.0,2.0,5.0,0.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,20.0,0.0,0.0,20.0,6.0,9.0,5.0,0.0,18.0,19.0,0.0,1.0,67.0,57.0,55.0,41.0,19.0,1.0,0.0,9.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0
LERG,BRYAN,L,11,BRYAN LERG,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,14.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,35.0,0.0,0.0,35.0,8.0,13.0,13.0,1.0,30.0,33.0,0.0,2.0,163.0,146.0,224.0,150.0,26.0,5.0,4.0,16.0,3.0,7.0,1.0,3.0,4.0,0.0,1.0
PARISE,ZACH,L,11,ZACH PARISE,82.0,0.0,0.0,82.0,33.0,29.0,17.0,3.0,50.0,52.0,29.0,1.0,285.0,193.0,266.0,234.0,67.0,10.0,5.0,30.0,17.0,6.0,6.0,10.0,13.0,0.0,0.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,42.0,0.0,0.0,42.0,15.0,13.0,13.0,1.0,32.0,33.0,9.0,0.0,219.0,155.0,134.0,114.0,34.0,5.0,3.0,19.0,4.0,1.0,4.0,1.0,13.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,34.0,0.0,0.0,34.0,12.0,13.0,9.0,0.0,27.0,27.0,7.0,0.0,181.0,134.0,210.0,203.0,30.0,4.0,0.0,15.0,1.0,4.0,4.0,3.0,6.0,0.0,1.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,26.0,0.0,0.0,26.0,7.0,11.0,8.0,0.0,26.0,26.0,0.0,0.0,126.0,122.0,191.0,138.0,21.0,3.0,2.0,12.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0
STAAL,ERIC,C,12,ERIC STAAL,98.0,0.0,0.0,98.0,23.0,37.0,36.0,2.0,79.0,81.0,16.0,1.0,419.0,301.0,278.0,248.0,85.0,9.0,4.0,37.0,10.0,20.0,9.0,3.0,16.0,0.0,3.0
LEHTERA,JORI,C,12,JORI LEHTERA,19.0,2.0,0.0,17.0,6.0,8.0,3.0,2.0,13.0,17.0,2.0,0.0,228.0,166.0,215.0,178.0,16.0,2.0,1.0,8.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0
BAILEY,JOSH,C,12,JOSH BAILEY,41.0,0.0,0.0,41.0,9.0,19.0,12.0,1.0,35.0,39.0,2.0,0.0,259.0,220.0,259.0,231.0,34.0,5.0,2.0,22.0,0.0,7.0,2.0,3.0,7.0,0.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,36.0,0.0,1.0,35.0,9.0,10.0,17.0,0.0,32.0,33.0,2.0,1.0,247.0,190.0,192.0,134.0,27.0,6.0,3.0,21.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,81.0,1.0,3.0,77.0,23.0,23.0,34.0,1.0,48.0,54.0,26.0,1.0,369.0,217.0,249.0,180.0,71.0,5.0,5.0,33.0,10.0,10.0,8.0,9.0,10.0,0.0,1.0
FAKSA,RADEK,C,12,RADEK FAKSA,33.0,0.0,0.0,33.0,8.0,13.0,12.0,0.0,29.0,32.0,0.0,1.0,134.0,124.0,132.0,110.0,29.0,1.0,3.0,12.0,3.0,3.0,3.0,2.0,10.0,0.0,0.0
BOUCHER,REID,C,12,REID BOUCHER,26.0,0.0,1.0,25.0,6.0,5.0,14.0,1.0,22.0,23.0,3.0,0.0,110.0,83.0,85.0,80.0,22.0,2.0,2.0,7.0,5.0,11.0,2.0,1.0,0.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,6.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,17.0,16.0,23.0,21.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,38.0,0.0,2.0,36.0,15.0,11.0,12.0,0.0,38.0,38.0,0.0,0.0,198.0,187.0,247.0,176.0,34.0,4.0,0.0,4.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,12.0,12.0,33.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,61.0,0.0,2.0,59.0,18.0,24.0,19.0,0.0,51.0,54.0,7.0,0.0,275.0,237.0,171.0,156.0,57.0,3.0,1.0,25.0,4.0,6.0,6.0,14.0,6.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,38.0,0.0,0.0,38.0,10.0,11.0,17.0,0.0,32.0,34.0,2.0,2.0,171.0,149.0,207.0,163.0,29.0,7.0,2.0,17.0,11.0,7.0,1.0,0.0,2.0,0.0,0.0
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,39.0,0.0,0.0,39.0,11.0,12.0,13.0,3.0,31.0,35.0,2.0,2.0,229.0,205.0,296.0,236.0,32.0,5.0,2.0,24.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,51.0,0.0,2.0,49.0,13.0,17.0,18.0,3.0,39.0,43.0,5.0,3.0,242.0,178.0,296.0,232.0,44.0,4.0,3.0,20.0,12.0,6.0,5.0,1.0,7.0,0.0,0.0
JONES,DAVID,R,12,DAVID JONES,48.0,0.0,0.0,48.0,14.0,17.0,17.0,0.0,46.0,48.0,0.0,0.0,159.0,150.0,177.0,169.0,43.0,3.0,2.0,22.0,1.0,6.0,4.0,3.0,12.0,0.0,0.0
STAFFORD,DREW,R,12,DREW STAFFORD,40.0,0.0,0.0,40.0,14.0,16.0,10.0,0.0,26.0,30.0,9.0,1.0,246.0,180.0,227.0,185.0,32.0,7.0,1.0,23.0,3.0,3.0,8.0,1.0,2.0,0.0,0.0
IGINLA,JAROME,R,12,JAROME IGINLA,59.0,1.0,1.0,57.0,19.0,20.0,19.0,1.0,31.0,34.0,25.0,0.0,249.0,153.0,267.0,253.0,55.0,3.0,1.0,18.0,25.0,8.0,0.0,5.0,3.0,0.0,0.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,42.0,0.0,0.0,42.0,13.0,14.0,13.0,2.0,38.0,40.0,2.0,0.0,219.0,175.0,119.0,105.0,40.0,1.0,1.0,24.0,4.0,4.0,2.0,0.0,8.0,0.0,0.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,25.0,1.0,0.0,24.0,6.0,14.0,5.0,0.0,24.0,24.0,1.0,0.0,119.0,115.0,140.0,104.0,17.0,7.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,51.0,0.0,1.0,50.0,16.0,15.0,19.0,1.0,44.0,46.0,4.0,1.0,243.0,215.0,194.0,173.0,48.0,2.0,1.0,27.0,3.0,2.0,6.0,6.0,5.0,0.0,2.0
BONINO,NICK,C,13,NICK BONINO,33.0,1.0,0.0,32.0,10.0,11.0,11.0,1.0,20.0,22.0,7.0,4.0,158.0,116.0,192.0,124.0,28.0,2.0,3.0,22.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,70.0,0.0,1.0,69.0,17.0,26.0,24.0,3.0,50.0,56.0,14.0,0.0,303.0,207.0,185.0,165.0,55.0,8.0,7.0,34.0,1.0,9.0,12.0,8.0,6.0,0.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,71.0,0.0,1.0,70.0,18.0,27.0,24.0,2.0,49.0,55.0,16.0,0.0,326.0,205.0,277.0,240.0,52.0,11.0,8.0,46.0,3.0,7.0,3.0,1.0,8.0,0.0,3.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,25.0,0.0,0.0,25.0,5.0,9.0,11.0,0.0,25.0,25.0,0.0,0.0,122.0,119.0,82.0,82.0,23.0,2.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,31.0,1.0,0.0,30.0,6.0,10.0,13.0,2.0,15.0,21.0,10.0,0.0,135.0,85.0,121.0,101.0,24.0,1.0,6.0,9.0,6.0,14.0,1.0,0.0,1.0,0.0,0.0
PAUL,NICK,L,13,NICK PAUL,11.0,0.0,1.0,10.0,4.0,4.0,3.0,0.0,11.0,11.0,0.0,0.0,58.0,55.0,52.0,51.0,10.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
SEMIN,ALEXANDER,R,13,ALEXANDER SEMIN,11.0,0.0,0.0,11.0,4.0,4.0,3.0,0.0,10.0,10.0,1.0,0.0,45.0,36.0,28.0,27.0,10.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
ATKINSON,CAM,R,13,CAM ATKINSON,80.0,0.0,1.0,79.0,24.0,24.0,30.0,2.0,65.0,69.0,8.0,3.0,269.0,187.0,275.0,201.0,70.0,6.0,4.0,21.0,13.0,28.0,8.0,0.0,10.0,0.0,0.0
HAYES,KEVIN,R,13,KEVIN HAYES,56.0,0.0,0.0,56.0,20.0,14.0,22.0,0.0,49.0,50.0,6.0,0.0,221.0,170.0,198.0,180.0,53.0,1.0,2.0,32.0,3.0,6.0,6.0,2.0,7.0,0.0,0.0
BROWN,MIKE,R,13,MIKE BROWN,18.0,1.0,0.0,17.0,9.0,6.0,3.0,0.0,18.0,18.0,0.0,0.0,81.0,80.0,106.0,97.0,18.0,0.0,0.0,11.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
HENRIQUE,ADAM,C,14,ADAM HENRIQUE,46.0,1.0,0.0,45.0,16.0,16.0,13.0,1.0,26.0,36.0,6.0,4.0,252.0,149.0,294.0,188.0,37.0,5.0,4.0,9.0,5.0,14.0,7.0,2.0,8.0,0.0,1.0
GREENING,COLIN,C,14,COLIN GREENING,27.0,0.0,0.0,27.0,10.0,13.0,4.0,0.0,19.0,19.0,8.0,0.0,116.0,85.0,74.0,68.0,22.0,4.0,1.0,5.0,0.0,3.0,5.0,3.0,9.0,0.0,2.0
NYQUIST,GUSTAV,C,14,GUSTAV NYQUIST,44.0,0.0,2.0,42.0,15.0,8.0,19.0,2.0,30.0,33.0,11.0,0.0,270.0,172.0,161.0,141.0,33.0,5.0,6.0,25.0,0.0,9.0,3.0,0.0,7.0,0.0,0.0
VITALE,JOE,C,14,JOE VITALE,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EBERLE,JORDAN,C,14,JORDAN EBERLE,61.0,1.0,0.0,60.0,18.0,18.0,21.0,4.0,49.0,54.0,7.0,0.0,285.0,200.0,213.0,189.0,52.0,6.0,3.0,27.0,5.0,12.0,7.0,3.0,7.0,0.0,0.0
GERBE,NATHAN,C,14,NATHAN GERBE,28.0,0.0,0.0,28.0,7.0,10.0,11.0,0.0,24.0,25.0,1.0,2.0,106.0,88.0,116.0,97.0,25.0,3.0,0.0,10.0,0.0,10.0,3.0,4.0,1.0,0.0,0.0
COUTURIER,SEAN,C,14,SEAN COUTURIER,30.0,0.0,1.0,29.0,9.0,11.0,10.0,0.0,24.0,26.0,4.0,0.0,226.0,171.0,186.0,130.0,28.0,2.0,0.0,16.0,1.0,10.0,1.0,2.0,0.0,0.0,0.0
PLEKANEC,TOMAS,C,14,TOMAS PLEKANEC,61.0,0.0,1.0,60.0,21.0,17.0,21.0,2.0,40.0,45.0,12.0,4.0,306.0,204.0,282.0,197.0,52.0,6.0,3.0,30.0,13.0,5.0,7.0,1.0,5.0,0.0,0.0
EKHOLM,MATTIAS,D,14,MATTIAS EKHOLM,56.0,0.0,0.0,56.0,19.0,15.0,22.0,0.0,48.0,50.0,5.0,1.0,290.0,251.0,256.0,214.0,42.0,13.0,1.0,19.0,27.0,5.0,4.0,0.0,0.0,0.0,1.0
HICKEY,THOMAS,D,14,THOMAS HICKEY,45.0,0.0,2.0,43.0,12.0,14.0,18.0,1.0,40.0,42.0,1.0,2.0,199.0,180.0,211.0,166.0,42.0,2.0,1.0,21.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0
BURROWS,ALEXANDRE,L,14,ALEXANDRE BURROWS,49.0,0.0,1.0,48.0,14.0,12.0,23.0,0.0,36.0,39.0,7.0,3.0,234.0,155.0,215.0,165.0,38.0,8.0,3.0,22.0,6.0,7.0,5.0,5.0,4.0,0.0,0.0
COMEAU,BLAKE,L,14,BLAKE COMEAU,40.0,0.0,1.0,39.0,17.0,7.0,16.0,0.0,32.0,35.0,2.0,3.0,223.0,165.0,287.0,205.0,36.0,2.0,2.0,21.0,6.0,2.0,2.0,6.0,3.0,0.0,0.0
KUNITZ,CHRIS,L,14,CHRIS KUNITZ,62.0,0.0,3.0,59.0,26.0,20.0,13.0,3.0,49.0,55.0,7.0,0.0,289.0,228.0,218.0,189.0,44.0,14.0,4.0,33.0,8.0,10.0,4.0,0.0,7.0,0.0,0.0
BENN,JAMIE,L,14,JAMIE BENN,98.0,0.0,0.0,98.0,21.0,40.0,32.0,5.0,60.0,71.0,22.0,5.0,388.0,253.0,335.0,238.0,74.0,14.0,10.0,57.0,6.0,10.0,5.0,8.0,12.0,0.0,0.0
PELUSO,ANTHONY,R,14,ANTHONY PELUSO,10.0,0.0,0.0,10.0,2.0,6.0,2.0,0.0,10.0,10.0,0.0,0.0,35.0,34.0,44.0,44.0,9.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
CONNOLLY,BRETT,R,14,BRETT CONNOLLY,42.0,1.0,1.0,40.0,16.0,12.0,14.0,0.0,35.0,35.0,7.0,0.0,185.0,152.0,153.0,149.0,33.0,5.0,4.0,27.0,2.0,2.0,1.0,1.0,9.0,0.0,0.0
FONTAINE,JUSTIN,R,14,JUSTIN FONTAINE,25.0,0.0,0.0,25.0,6.0,10.0,9.0,0.0,23.0,24.0,0.0,1.0,104.0,99.0,160.0,125.0,20.0,2.0,3.0,14.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
WILLIAMS,JUSTIN,R,14,JUSTIN WILLIAMS,66.0,0.0,1.0,65.0,28.0,21.0,16.0,1.0,50.0,53.0,13.0,0.0,299.0,212.0,236.0,205.0,58.0,6.0,2.0,31.0,7.0,1.0,5.0,5.0,16.0,0.0,1.0
PANIK,RICHARD,R,14,RICHARD PANIK,17.0,0.0,0.0,17.0,5.0,5.0,7.0,0.0,16.0,16.0,1.0,0.0,71.0,68.0,51.0,51.0,14.0,3.0,0.0,9.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0
TIKHONOV,VIKTOR,R,14,VIKTOR TIKHONOV,27.0,0.0,0.0,27.0,8.0,10.0,9.0,0.0,20.0,22.0,5.0,0.0,115.0,96.0,120.0,115.0,23.0,4.0,0.0,8.0,1.0,0.0,1.0,4.0,12.0,0.0,1.0
NESTRASIL,ANDREJ,C,15,ANDREJ NESTRASIL,44.0,0.0,1.0,43.0,11.0,18.0,15.0,0.0,36.0,38.0,6.0,0.0,184.0,155.0,131.0,120.0,37.0,3.0,4.0,19.0,7.0,10.0,5.0,0.0,2.0,0.0,1.0
ANDREOFF,ANDY,C,15,ANDY ANDREOFF,21.0,0.0,1.0,20.0,8.0,9.0,4.0,0.0,18.0,20.0,1.0,0.0,123.0,116.0,88.0,87.0,20.0,1.0,0.0,11.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0
ANISIMOV,ARTEM,C,15,ARTEM ANISIMOV,41.0,0.0,0.0,41.0,14.0,21.0,5.0,1.0,30.0,32.0,8.0,1.0,218.0,167.0,233.0,176.0,34.0,7.0,0.0,21.0,5.0,2.0,6.0,2.0,5.0,0.0,0.0
GORDON,BOYD,C,15,BOYD GORDON,15.0,0.0,0.0,15.0,3.0,6.0,6.0,0.0,14.0,15.0,0.0,0.0,89.0,84.0,217.0,145.0,13.0,1.0,1.0,9.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0
SMITH,CRAIG,C,15,CRAIG SMITH,75.0,3.0,0.0,72.0,27.0,23.0,24.0,1.0,64.0,67.0,8.0,0.0,285.0,237.0,148.0,140.0,57.0,14.0,4.0,36.0,12.0,10.0,9.0,1.0,6.0,0.0,1.0
EICHEL,JACK,C,15,JACK EICHEL,92.0,0.0,4.0,88.0,28.0,31.0,27.0,6.0,64.0,74.0,17.0,1.0,301.0,198.0,275.0,223.0,75.0,12.0,5.0,55.0,8.0,15.0,7.0,4.0,2.0,0.0,1.0
