last,first,pos,num,comb,shots,oz_shot,nz_shot,dz_shot,p1_shot,p2_shot,p3_shot,ot_shot,5v5_shot,ev_shot,pp_shot,sh_shot,shot_for_oi,shot_for_oi_5v5,shot_against_oi,shot_against_oi_5v5,shot_wrist,shot_slap,shot_snap,shot_back,shot_deflect,shot_tip,shot_wrap,shot_other
DORSETT,DEREK,R,15,DEREK DORSETT,86.0,86.0,0.0,0.0,43.0,25.0,18.0,0.0,80.0,80.0,3.0,3.0,347.0,332.0,427.0,382.0,51.0,9.0,9.0,9.0,3.0,3.0,0.0,2.0
HALISCHUK,MATT,R,15,MATT HALISCHUK,39.0,37.0,2.0,0.0,14.0,16.0,9.0,0.0,37.0,37.0,1.0,1.0,106.0,101.0,129.0,120.0,20.0,4.0,3.0,3.0,4.0,1.0,0.0,4.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,PIERRE-ALEXANDRE PARENTEAU,154.0,147.0,5.0,2.0,46.0,54.0,46.0,8.0,106.0,119.0,35.0,0.0,699.0,484.0,519.0,472.0,84.0,13.0,32.0,13.0,0.0,10.0,0.0,2.0
RUUTU,TUOMO,R,15,TUOMO RUUTU,34.0,34.0,0.0,0.0,15.0,8.0,11.0,0.0,34.0,34.0,0.0,0.0,126.0,124.0,160.0,150.0,10.0,3.0,14.0,4.0,0.0,3.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,ALEKSANDER BARKOV,143.0,143.0,0.0,0.0,54.0,45.0,43.0,1.0,105.0,109.0,28.0,6.0,578.0,405.0,556.0,421.0,57.0,17.0,30.0,23.0,0.0,15.0,0.0,1.0
BASS,CODY,C,16,CODY BASS,11.0,10.0,1.0,0.0,4.0,5.0,2.0,0.0,11.0,11.0,0.0,0.0,44.0,44.0,51.0,49.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
BRASSARD,DERICK,C,16,DERICK BRASSARD,155.0,150.0,5.0,0.0,51.0,45.0,53.0,6.0,102.0,117.0,37.0,1.0,701.0,463.0,588.0,523.0,78.0,37.0,20.0,8.0,0.0,10.0,0.0,2.0
LINDHOLM,ELIAS,C,16,ELIAS LINDHOLM,168.0,166.0,1.0,1.0,42.0,41.0,75.0,10.0,124.0,141.0,25.0,2.0,780.0,556.0,559.0,472.0,72.0,12.0,55.0,9.0,10.0,10.0,0.0,0.0
FEHR,ERIC,C,16,ERIC FEHR,66.0,65.0,1.0,0.0,20.0,19.0,27.0,0.0,56.0,56.0,3.0,7.0,266.0,240.0,353.0,225.0,43.0,3.0,10.0,6.0,0.0,4.0,0.0,0.0
JOSEFSON,JACOB,C,16,JACOB JOSEFSON,85.0,84.0,1.0,0.0,28.0,26.0,26.0,5.0,57.0,63.0,18.0,4.0,382.0,239.0,319.0,226.0,24.0,2.0,39.0,9.0,1.0,10.0,0.0,0.0
DICKINSON,JASON,C,16,JASON DICKINSON,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,MARCUS KRUGER,50.0,42.0,8.0,0.0,14.0,19.0,17.0,0.0,45.0,45.0,0.0,5.0,220.0,198.0,296.0,206.0,37.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0
DOMI,MAX,C,16,MAX DOMI,138.0,134.0,3.0,1.0,39.0,48.0,49.0,2.0,90.0,94.0,41.0,3.0,648.0,432.0,589.0,521.0,104.0,15.0,8.0,9.0,1.0,1.0,0.0,0.0
SPALING,NICK,C,16,NICK SPALING,50.0,49.0,1.0,0.0,15.0,16.0,19.0,0.0,46.0,46.0,1.0,3.0,271.0,244.0,413.0,311.0,32.0,2.0,5.0,5.0,4.0,2.0,0.0,0.0
GARBUTT,RYAN,C,16,RYAN GARBUTT,128.0,122.0,5.0,1.0,43.0,50.0,35.0,0.0,121.0,122.0,1.0,5.0,382.0,369.0,368.0,330.0,78.0,19.0,7.0,15.0,1.0,7.0,0.0,1.0
ZADOROV,NIKITA,D,16,NIKITA ZADOROV,18.0,17.0,0.0,1.0,7.0,6.0,5.0,0.0,14.0,15.0,2.0,1.0,153.0,139.0,168.0,154.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
LADD,ANDREW,L,16,ANDREW LADD,159.0,156.0,2.0,1.0,45.0,42.0,67.0,5.0,115.0,128.0,24.0,7.0,685.0,462.0,649.0,471.0,96.0,13.0,24.0,11.0,4.0,11.0,0.0,0.0
MACARTHUR,CLARKE,L,16,CLARKE MACARTHUR,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,19.0,16.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ZUCKER,JASON,L,16,JASON ZUCKER,145.0,142.0,2.0,1.0,47.0,53.0,43.0,2.0,125.0,133.0,9.0,3.0,459.0,382.0,451.0,405.0,81.0,11.0,21.0,24.0,2.0,4.0,0.0,2.0
BROWN,CONNOR,R,16,CONNOR BROWN,10.0,10.0,0.0,0.0,6.0,1.0,3.0,0.0,6.0,6.0,4.0,0.0,50.0,32.0,43.0,36.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
JOORIS,JOSH,R,16,JOSH JOORIS,76.0,76.0,0.0,0.0,27.0,26.0,23.0,0.0,71.0,72.0,1.0,3.0,305.0,276.0,353.0,272.0,43.0,1.0,14.0,8.0,1.0,5.0,0.0,4.0
BERNIER,STEVE,R,16,STEVE BERNIER,26.0,25.0,0.0,1.0,11.0,7.0,8.0,0.0,26.0,26.0,0.0,0.0,102.0,100.0,133.0,130.0,12.0,2.0,5.0,0.0,2.0,3.0,0.0,2.0
PURCELL,TEDDY,R,16,TEDDY PURCELL,135.0,131.0,4.0,0.0,33.0,47.0,53.0,2.0,104.0,109.0,25.0,1.0,607.0,445.0,500.0,431.0,79.0,15.0,30.0,9.0,0.0,2.0,0.0,0.0
KILLORN,ALEX,C,17,ALEX KILLORN,140.0,136.0,4.0,0.0,47.0,47.0,45.0,1.0,104.0,107.0,33.0,0.0,649.0,485.0,538.0,462.0,84.0,7.0,15.0,22.0,1.0,11.0,0.0,0.0
RICHARDS,BRAD,C,17,BRAD RICHARDS,157.0,148.0,9.0,0.0,53.0,57.0,40.0,7.0,106.0,113.0,43.0,1.0,535.0,380.0,407.0,374.0,61.0,34.0,43.0,14.0,2.0,3.0,0.0,0.0
DUBINSKY,BRANDON,C,17,BRANDON DUBINSKY,144.0,142.0,1.0,1.0,41.0,46.0,48.0,9.0,99.0,115.0,24.0,5.0,652.0,492.0,639.0,480.0,49.0,10.0,59.0,15.0,2.0,6.0,0.0,3.0
LEGWAND,DAVID,C,17,DAVID LEGWAND,56.0,48.0,5.0,3.0,21.0,20.0,15.0,0.0,44.0,45.0,0.0,11.0,266.0,239.0,415.0,250.0,38.0,1.0,5.0,6.0,2.0,2.0,0.0,2.0
MACKENZIE,DEREK,C,17,DEREK MACKENZIE,73.0,69.0,4.0,0.0,28.0,20.0,25.0,0.0,59.0,64.0,3.0,6.0,248.0,219.0,418.0,268.0,20.0,27.0,13.0,7.0,0.0,6.0,0.0,0.0
SHORE,DEVIN,C,17,DEVIN SHORE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,21.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,JADEN SCHWARTZ,56.0,53.0,3.0,0.0,18.0,19.0,18.0,1.0,37.0,42.0,11.0,3.0,255.0,200.0,230.0,191.0,29.0,9.0,10.0,4.0,0.0,4.0,0.0,0.0
KESLER,RYAN,C,17,RYAN KESLER,146.0,143.0,3.0,0.0,49.0,46.0,48.0,3.0,101.0,110.0,26.0,10.0,711.0,505.0,645.0,437.0,77.0,12.0,20.0,15.0,1.0,19.0,0.0,2.0
MITCHELL,TORREY,C,17,TORREY MITCHELL,58.0,55.0,3.0,0.0,20.0,20.0,18.0,0.0,54.0,54.0,0.0,4.0,360.0,340.0,429.0,313.0,29.0,9.0,3.0,7.0,2.0,6.0,0.0,2.0
STUART,BRAD,D,17,BRAD STUART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,ADAM LOWRY,66.0,62.0,3.0,1.0,23.0,24.0,19.0,0.0,60.0,60.0,2.0,4.0,384.0,357.0,530.0,372.0,41.0,0.0,10.0,7.0,1.0,7.0,0.0,0.0
MCCARTHY,JOHN,L,17,JOHN MCCARTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,LANCE BOUMA,47.0,47.0,0.0,0.0,15.0,11.0,21.0,0.0,44.0,44.0,1.0,2.0,192.0,184.0,257.0,193.0,31.0,3.0,3.0,6.0,0.0,1.0,0.0,3.0
MARTIN,MATT,L,17,MATT MARTIN,76.0,75.0,1.0,0.0,22.0,29.0,25.0,0.0,76.0,76.0,0.0,0.0,321.0,314.0,360.0,353.0,45.0,1.0,18.0,3.0,1.0,8.0,0.0,0.0
LUCIC,MILAN,L,17,MILAN LUCIC,104.0,102.0,2.0,0.0,34.0,40.0,29.0,1.0,84.0,86.0,17.0,1.0,758.0,602.0,488.0,454.0,62.0,11.0,14.0,4.0,2.0,10.0,0.0,1.0
RUST,BRYAN,R,17,BRYAN RUST,64.0,64.0,0.0,0.0,22.0,21.0,18.0,3.0,57.0,62.0,1.0,1.0,238.0,219.0,212.0,193.0,40.0,3.0,7.0,11.0,0.0,2.0,0.0,1.0
VRBATA,RADIM,R,17,RADIM VRBATA,190.0,187.0,3.0,0.0,55.0,71.0,55.0,9.0,126.0,139.0,50.0,1.0,548.0,362.0,434.0,378.0,102.0,43.0,29.0,10.0,2.0,2.0,0.0,2.0
DOWNIE,STEVE,R,17,STEVE DOWNIE,19.0,16.0,3.0,0.0,9.0,7.0,3.0,0.0,18.0,19.0,0.0,0.0,88.0,84.0,98.0,96.0,11.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0
SIMMONDS,WAYNE,R,17,WAYNE SIMMONDS,201.0,192.0,9.0,0.0,59.0,66.0,68.0,8.0,147.0,158.0,42.0,1.0,842.0,515.0,542.0,472.0,110.0,6.0,34.0,30.0,7.0,10.0,0.0,4.0
O'NEILL,BRIAN,C,18,BRIAN O'NEILL,14.0,13.0,1.0,0.0,3.0,9.0,2.0,0.0,14.0,14.0,0.0,0.0,72.0,69.0,102.0,90.0,7.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0
LITTLE,BRYAN,C,18,BRYAN LITTLE,111.0,110.0,1.0,0.0,35.0,43.0,30.0,3.0,76.0,82.0,24.0,5.0,563.0,393.0,502.0,355.0,56.0,16.0,17.0,15.0,4.0,3.0,0.0,0.0
STEPHENSON,CHANDLER,C,18,CHANDLER STEPHENSON,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,24.0,24.0,20.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MCCLEMENT,JAY,C,18,JAY MCCLEMENT,61.0,61.0,0.0,0.0,20.0,20.0,21.0,0.0,60.0,60.0,0.0,1.0,307.0,293.0,405.0,309.0,21.0,7.0,11.0,12.0,6.0,2.0,0.0,2.0
ANDERSSON,JOAKIM,C,18,JOAKIM ANDERSSON,16.0,15.0,0.0,1.0,5.0,6.0,5.0,0.0,15.0,15.0,0.0,1.0,79.0,77.0,128.0,96.0,9.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0
STAJAN,MATT,C,18,MATT STAJAN,52.0,51.0,0.0,1.0,17.0,19.0,16.0,0.0,48.0,48.0,1.0,3.0,346.0,326.0,482.0,398.0,20.0,12.0,9.0,5.0,1.0,4.0,0.0,1.0
CARTER,RYAN,C,18,RYAN CARTER,55.0,52.0,1.0,2.0,22.0,17.0,16.0,0.0,49.0,49.0,0.0,6.0,189.0,179.0,331.0,245.0,35.0,1.0,7.0,10.0,0.0,1.0,0.0,1.0
STROME,RYAN,C,18,RYAN STROME,124.0,118.0,4.0,2.0,39.0,42.0,39.0,4.0,107.0,112.0,12.0,0.0,553.0,464.0,496.0,461.0,78.0,9.0,22.0,11.0,0.0,4.0,0.0,0.0
MATTHIAS,SHAWN,C,18,SHAWN MATTHIAS,89.0,88.0,1.0,0.0,27.0,34.0,28.0,0.0,75.0,78.0,6.0,5.0,433.0,369.0,489.0,425.0,44.0,2.0,16.0,14.0,2.0,8.0,0.0,3.0
STAAL,MARC,D,18,MARC STAAL,63.0,53.0,5.0,5.0,24.0,28.0,11.0,0.0,57.0,57.0,2.0,4.0,540.0,506.0,751.0,617.0,33.0,16.0,9.0,2.0,0.0,3.0,0.0,0.0
NEAL,JAMES,L,18,JAMES NEAL,239.0,233.0,5.0,1.0,86.0,72.0,76.0,5.0,173.0,193.0,46.0,0.0,811.0,572.0,597.0,533.0,141.0,26.0,48.0,13.0,2.0,6.0,0.0,3.0
MICHALEK,MILAN,L,18,MILAN MICHALEK,57.0,55.0,1.0,1.0,18.0,22.0,17.0,0.0,43.0,44.0,12.0,1.0,294.0,195.0,307.0,245.0,33.0,3.0,9.0,2.0,2.0,8.0,0.0,0.0
PALAT,ONDREJ,L,18,ONDREJ PALAT,102.0,99.0,2.0,1.0,26.0,43.0,30.0,3.0,76.0,83.0,15.0,4.0,531.0,362.0,458.0,375.0,64.0,10.0,10.0,9.0,4.0,5.0,0.0,0.0
VIRTANEN,JAKE,R,18,JAKE VIRTANEN,87.0,86.0,1.0,0.0,32.0,31.0,23.0,1.0,81.0,83.0,4.0,0.0,262.0,234.0,252.0,241.0,61.0,2.0,13.0,8.0,1.0,2.0,0.0,0.0
EAVES,PATRICK,R,18,PATRICK EAVES,75.0,75.0,0.0,0.0,26.0,26.0,23.0,0.0,63.0,63.0,12.0,0.0,357.0,254.0,255.0,230.0,49.0,5.0,6.0,8.0,1.0,6.0,0.0,0.0
SMITH,REILLY,R,18,REILLY SMITH,148.0,147.0,0.0,1.0,47.0,58.0,37.0,6.0,108.0,125.0,18.0,5.0,680.0,477.0,662.0,457.0,68.0,25.0,24.0,17.0,0.0,13.0,0.0,1.0
BOURQUE,RENE,R,18,RENE BOURQUE,74.0,74.0,0.0,0.0,28.0,22.0,24.0,0.0,72.0,72.0,2.0,0.0,207.0,199.0,228.0,216.0,23.0,6.0,22.0,14.0,1.0,4.0,0.0,4.0
JACKMAN,TIM,R,18,TIM JACKMAN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATTIE,TY,R,18,TY RATTIE,12.0,12.0,0.0,0.0,3.0,5.0,4.0,0.0,12.0,12.0,0.0,0.0,50.0,49.0,50.0,49.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
O'REILLY,CAL,C,19,CAL O'REILLY,7.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,0.0,111.0,68.0,98.0,90.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
JARNKROK,CALLE,C,19,CALLE JARNKROK,109.0,107.0,1.0,1.0,31.0,42.0,36.0,0.0,89.0,95.0,8.0,6.0,589.0,504.0,578.0,438.0,69.0,13.0,14.0,1.0,2.0,10.0,0.0,0.0
STOLL,JARRET,C,19,JARRET STOLL,45.0,43.0,2.0,0.0,16.0,21.0,8.0,0.0,39.0,39.0,0.0,6.0,272.0,250.0,520.0,378.0,22.0,10.0,2.0,6.0,2.0,3.0,0.0,0.0
THORNTON,JOE,C,19,JOE THORNTON,102.0,93.0,8.0,1.0,32.0,35.0,34.0,1.0,68.0,74.0,28.0,0.0,873.0,552.0,486.0,415.0,53.0,25.0,8.0,9.0,4.0,3.0,0.0,0.0
TOEWS,JONATHAN,C,19,JONATHAN TOEWS,154.0,152.0,1.0,1.0,52.0,48.0,45.0,9.0,116.0,131.0,21.0,2.0,761.0,547.0,679.0,517.0,106.0,10.0,7.0,16.0,1.0,8.0,0.0,6.0
WEAL,JORDAN,C,19,JORDAN WEAL,4.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,54.0,49.0,57.0,54.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
PETAN,NIC,C,19,NIC PETAN,23.0,23.0,0.0,0.0,10.0,6.0,7.0,0.0,18.0,18.0,5.0,0.0,138.0,106.0,119.0,111.0,13.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0
BACKSTROM,NICKLAS,C,19,NICKLAS BACKSTROM,111.0,99.0,11.0,1.0,34.0,34.0,38.0,5.0,82.0,88.0,20.0,3.0,728.0,491.0,557.0,443.0,72.0,10.0,20.0,3.0,3.0,2.0,0.0,1.0
JOHANSEN,RYAN,C,19,RYAN JOHANSEN,173.0,169.0,3.0,1.0,69.0,50.0,51.0,3.0,111.0,124.0,49.0,0.0,741.0,493.0,539.0,476.0,91.0,21.0,33.0,15.0,3.0,9.0,0.0,1.0
ZAJAC,TRAVIS,C,19,TRAVIS ZAJAC,97.0,97.0,0.0,0.0,31.0,37.0,27.0,2.0,75.0,80.0,12.0,5.0,565.0,371.0,675.0,453.0,31.0,7.0,37.0,14.0,1.0,7.0,0.0,0.0
BOUWMEESTER,JAY,D,19,JAY BOUWMEESTER,102.0,93.0,6.0,3.0,37.0,42.0,21.0,2.0,89.0,95.0,4.0,3.0,712.0,630.0,873.0,607.0,54.0,29.0,12.0,3.0,1.0,3.0,0.0,0.0
SCHULTZ,JUSTIN,D,19,JUSTIN SCHULTZ,78.0,74.0,4.0,0.0,25.0,30.0,23.0,0.0,54.0,60.0,18.0,0.0,534.0,418.0,506.0,416.0,34.0,20.0,18.0,2.0,1.0,3.0,0.0,0.0
MAROON,PATRICK,L,19,PATRICK MAROON,92.0,91.0,1.0,0.0,28.0,30.0,34.0,0.0,77.0,79.0,13.0,0.0,462.0,362.0,383.0,372.0,52.0,9.0,14.0,8.0,0.0,7.0,0.0,2.0
BENNETT,BEAU,R,19,BEAU BENNETT,46.0,44.0,2.0,0.0,22.0,12.0,12.0,0.0,39.0,39.0,7.0,0.0,183.0,154.0,165.0,151.0,27.0,4.0,10.0,4.0,0.0,1.0,0.0,0.0
FAST,JESPER,R,19,JESPER FAST,65.0,64.0,1.0,0.0,21.0,24.0,19.0,1.0,60.0,62.0,1.0,2.0,434.0,395.0,562.0,414.0,34.0,2.0,9.0,5.0,5.0,9.0,0.0,1.0
LUPUL,JOFFREY,R,19,JOFFREY LUPUL,95.0,93.0,2.0,0.0,33.0,28.0,30.0,4.0,62.0,66.0,29.0,0.0,351.0,237.0,297.0,269.0,47.0,5.0,24.0,4.0,2.0,13.0,0.0,0.0
DOAN,SHANE,R,19,SHANE DOAN,143.0,140.0,3.0,0.0,40.0,51.0,51.0,1.0,94.0,101.0,40.0,2.0,603.0,405.0,552.0,482.0,79.0,15.0,14.0,11.0,1.0,21.0,0.0,2.0
CLENDENING,ADAM,D,2,ADAM CLENDENING,42.0,37.0,5.0,0.0,10.0,14.0,17.0,1.0,40.0,40.0,2.0,0.0,197.0,180.0,207.0,200.0,25.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0
PARDY,ADAM,D,2,ADAM PARDY,22.0,22.0,0.0,0.0,9.0,4.0,9.0,0.0,21.0,21.0,0.0,1.0,148.0,144.0,172.0,137.0,8.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0
SEKERA,ANDREJ,D,2,ANDREJ SEKERA,149.0,144.0,5.0,0.0,50.0,58.0,36.0,5.0,96.0,105.0,43.0,1.0,827.0,626.0,778.0,637.0,47.0,79.0,13.0,7.0,0.0,1.0,0.0,2.0
BODNARCHUK,ANDREW,D,2,ANDREW BODNARCHUK,9.0,8.0,1.0,0.0,2.0,6.0,1.0,0.0,9.0,9.0,0.0,0.0,173.0,170.0,239.0,228.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
BITETTO,ANTHONY,D,2,ANTHONY BITETTO,18.0,18.0,0.0,0.0,9.0,4.0,5.0,0.0,18.0,18.0,0.0,0.0,141.0,135.0,164.0,161.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0
SMITH,BRENDAN,D,2,BRENDAN SMITH,79.0,74.0,4.0,1.0,21.0,28.0,29.0,1.0,65.0,69.0,9.0,1.0,536.0,463.0,451.0,379.0,31.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0
HAMHUIS,DAN,D,2,DAN HAMHUIS,69.0,67.0,2.0,0.0,21.0,28.0,19.0,1.0,57.0,60.0,9.0,0.0,514.0,437.0,630.0,458.0,33.0,25.0,5.0,4.0,1.0,0.0,0.0,1.0
PHANEUF,DION,D,2,DION PHANEUF,140.0,135.0,4.0,1.0,48.0,46.0,37.0,9.0,95.0,105.0,32.0,3.0,780.0,567.0,719.0,599.0,44.0,67.0,23.0,3.0,1.0,1.0,0.0,1.0
KEITH,DUNCAN,D,2,DUNCAN KEITH,121.0,113.0,7.0,1.0,40.0,41.0,38.0,2.0,92.0,98.0,19.0,4.0,757.0,570.0,774.0,530.0,26.0,84.0,7.0,2.0,1.0,1.0,0.0,0.0
COWEN,JARED,D,2,JARED COWEN,23.0,21.0,2.0,0.0,13.0,2.0,8.0,0.0,23.0,23.0,0.0,0.0,207.0,193.0,361.0,275.0,8.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0
MOORE,JOHN,D,2,JOHN MOORE,102.0,99.0,2.0,1.0,44.0,26.0,25.0,7.0,71.0,84.0,17.0,1.0,524.0,404.0,710.0,539.0,30.0,37.0,32.0,3.0,0.0,0.0,0.0,0.0
JOKIPAKKA,JYRKI,D,2,JYRKI JOKIPAKKA,43.0,39.0,3.0,1.0,18.0,14.0,11.0,0.0,40.0,42.0,1.0,0.0,346.0,324.0,380.0,335.0,19.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0
BIEKSA,KEVIN,D,2,KEVIN BIEKSA,105.0,87.0,16.0,2.0,43.0,27.0,35.0,0.0,86.0,87.0,15.0,3.0,664.0,559.0,701.0,548.0,39.0,49.0,6.0,5.0,0.0,6.0,0.0,0.0
RUSSELL,KRIS,D,2,KRIS RUSSELL,66.0,66.0,0.0,0.0,21.0,27.0,18.0,0.0,51.0,55.0,10.0,1.0,565.0,457.0,648.0,531.0,35.0,17.0,12.0,2.0,0.0,0.0,0.0,0.0
GREENE,MATT,D,2,MATT GREENE,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,11.0,23.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNWICK,MATT,D,2,MATT HUNWICK,72.0,65.0,6.0,1.0,23.0,21.0,25.0,3.0,62.0,68.0,3.0,1.0,537.0,466.0,735.0,546.0,35.0,20.0,12.0,3.0,1.0,1.0,0.0,0.0
NISKANEN,MATT,D,2,MATT NISKANEN,145.0,128.0,15.0,2.0,44.0,56.0,42.0,3.0,117.0,121.0,22.0,2.0,867.0,675.0,875.0,624.0,57.0,71.0,14.0,2.0,1.0,0.0,0.0,0.0
HOLDEN,NICK,D,2,NICK HOLDEN,92.0,86.0,3.0,3.0,27.0,29.0,35.0,1.0,82.0,85.0,3.0,4.0,709.0,620.0,959.0,752.0,42.0,32.0,9.0,6.0,2.0,0.0,0.0,1.0
LEDDY,NICK,D,2,NICK LEDDY,116.0,112.0,3.0,1.0,26.0,55.0,33.0,2.0,83.0,89.0,27.0,0.0,887.0,665.0,789.0,697.0,44.0,51.0,15.0,6.0,0.0,0.0,0.0,0.0
GROSSMANN,NICKLAS,D,2,NICKLAS GROSSMANN,39.0,30.0,5.0,4.0,13.0,18.0,8.0,0.0,35.0,36.0,0.0,3.0,344.0,322.0,564.0,424.0,21.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0
KREIDER,CHRIS,C,20,CHRIS KREIDER,137.0,136.0,0.0,1.0,50.0,38.0,46.0,3.0,106.0,115.0,22.0,0.0,645.0,450.0,492.0,453.0,72.0,13.0,20.0,14.0,4.0,14.0,0.0,0.0
EAKIN,CODY,C,20,CODY EAKIN,117.0,116.0,1.0,0.0,33.0,43.0,40.0,1.0,91.0,96.0,15.0,6.0,569.0,467.0,604.0,460.0,65.0,18.0,14.0,12.0,2.0,6.0,0.0,0.0
UMBERGER,R.J.,C,20,R.J. UMBERGER,46.0,45.0,1.0,0.0,18.0,13.0,15.0,0.0,43.0,44.0,2.0,0.0,169.0,160.0,200.0,186.0,27.0,4.0,9.0,4.0,1.0,0.0,0.0,1.0
NASH,RILEY,C,20,RILEY NASH,69.0,67.0,1.0,1.0,15.0,25.0,27.0,2.0,57.0,60.0,9.0,0.0,342.0,270.0,322.0,260.0,30.0,4.0,19.0,6.0,2.0,6.0,0.0,2.0
CORRADO,FRANK,D,20,FRANK CORRADO,45.0,43.0,1.0,1.0,15.0,18.0,12.0,0.0,35.0,35.0,10.0,0.0,272.0,239.0,248.0,219.0,25.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0
TAORMINA,MATT,D,20,MATT TAORMINA,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,13.0,10.0,19.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANTON,RYAN,D,20,RYAN STANTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTER,RYAN,D,20,RYAN SUTER,180.0,172.0,6.0,2.0,61.0,52.0,63.0,4.0,118.0,133.0,44.0,3.0,1126.0,816.0,945.0,732.0,108.0,36.0,30.0,5.0,1.0,0.0,0.0,0.0
BARTLEY,VICTOR,D,20,VICTOR BARTLEY,8.0,8.0,0.0,0.0,2.0,2.0,4.0,0.0,8.0,8.0,0.0,0.0,57.0,55.0,75.0,73.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRA,RETO,G,20,RETO BERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,249.0,345.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEN,ALEXANDER,L,20,ALEXANDER STEEN,155.0,151.0,3.0,1.0,40.0,53.0,56.0,6.0,97.0,110.0,36.0,9.0,646.0,447.0,612.0,424.0,89.0,36.0,15.0,8.0,0.0,7.0,0.0,0.0
SAAD,BRANDON,L,20,BRANDON SAAD,203.0,201.0,1.0,1.0,56.0,81.0,56.0,10.0,154.0,168.0,27.0,8.0,651.0,484.0,559.0,476.0,61.0,11.0,78.0,37.0,3.0,8.0,0.0,5.0
HIGGINS,CHRIS,L,20,CHRIS HIGGINS,50.0,50.0,0.0,0.0,24.0,13.0,11.0,2.0,46.0,48.0,1.0,1.0,187.0,166.0,253.0,194.0,29.0,0.0,10.0,5.0,2.0,3.0,0.0,1.0
THOMAS,CHRISTIAN,L,20,CHRISTIAN THOMAS,9.0,8.0,1.0,0.0,2.0,1.0,6.0,0.0,9.0,9.0,0.0,0.0,27.0,27.0,20.0,20.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
