last,first,pos,num,comb,goals,assists,prim_assist,sec_assist,oz_goal,nz_goal,dz_goal,p1_goal,p2_goal,p3_goal,ot_goal,5v5_goal,ev_goal,pp_goal,sh_goal,goal_for_oi,goal_for_oi_5v5,goal_against_oi,goal_against_oi_5v5,p1_assist,p2_assist,p3_assist,ot_assist,5v5_assist,ev_assist,pp_assist,sh_assist,goal_wrist,goal_slap,goal_snap,goal_back,goal_deflect,goal_tip,goal_wrap,goal_noshot,goal_other
EBERLE,JORDAN,C,14,JORDAN EBERLE,28.0,22.0,12.0,10.0,28.0,0.0,0.0,10.0,6.0,8.0,4.0,16.0,20.0,8.0,0.0,67.0,40.0,59.0,48.0,9.0,5.0,6.0,2.0,15.0,18.0,4.0,0.0,21.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
GERBE,NATHAN,C,14,NATHAN GERBE,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,18.0,11.0,34.0,26.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COUTURIER,SEAN,C,14,SEAN COUTURIER,11.0,28.0,16.0,12.0,10.0,1.0,0.0,1.0,2.0,8.0,0.0,8.0,9.0,2.0,0.0,55.0,36.0,48.0,28.0,9.0,10.0,9.0,0.0,20.0,21.0,6.0,1.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
PLEKANEC,TOMAS,C,14,TOMAS PLEKANEC,14.0,40.0,21.0,19.0,13.0,0.0,1.0,4.0,3.0,7.0,0.0,8.0,13.0,1.0,0.0,83.0,47.0,70.0,39.0,13.0,15.0,12.0,0.0,27.0,28.0,12.0,0.0,9.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
EKHOLM,MATTIAS,D,14,MATTIAS EKHOLM,8.0,27.0,12.0,15.0,8.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,6.0,1.0,1.0,79.0,58.0,67.0,47.0,7.0,12.0,8.0,0.0,20.0,22.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
HICKEY,THOMAS,D,14,THOMAS HICKEY,6.0,12.0,7.0,5.0,6.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,6.0,0.0,0.0,42.0,38.0,41.0,28.0,5.0,3.0,4.0,0.0,12.0,12.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
BURROWS,ALEXANDRE,L,14,ALEXANDRE BURROWS,12.0,13.0,7.0,6.0,11.0,0.0,1.0,2.0,2.0,5.0,3.0,5.0,9.0,3.0,0.0,32.0,18.0,51.0,27.0,4.0,5.0,4.0,0.0,8.0,9.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
COMEAU,BLAKE,L,14,BLAKE COMEAU,13.0,24.0,11.0,13.0,13.0,0.0,0.0,6.0,1.0,5.0,1.0,6.0,8.0,3.0,2.0,55.0,31.0,67.0,34.0,6.0,11.0,7.0,0.0,15.0,18.0,6.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
KUNITZ,CHRIS,L,14,CHRIS KUNITZ,17.0,23.0,15.0,8.0,17.0,0.0,0.0,6.0,7.0,4.0,0.0,15.0,15.0,2.0,0.0,79.0,61.0,42.0,30.0,4.0,10.0,9.0,0.0,16.0,19.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0
BENN,JAMIE,L,14,JAMIE BENN,42.0,48.0,26.0,22.0,37.0,3.0,2.0,7.0,11.0,22.0,2.0,16.0,23.0,17.0,2.0,127.0,55.0,86.0,58.0,16.0,17.0,12.0,3.0,26.0,32.0,13.0,3.0,23.0,2.0,6.0,3.0,0.0,7.0,0.0,0.0,1.0
PELUSO,ANTHONY,R,14,ANTHONY PELUSO,1.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNOLLY,BRETT,R,14,BRETT CONNOLLY,9.0,16.0,10.0,6.0,9.0,0.0,0.0,3.0,1.0,5.0,0.0,5.0,7.0,2.0,0.0,51.0,37.0,42.0,39.0,11.0,4.0,1.0,0.0,13.0,13.0,3.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
FONTAINE,JUSTIN,R,14,JUSTIN FONTAINE,5.0,11.0,7.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,28.0,27.0,30.0,24.0,5.0,4.0,2.0,0.0,10.0,10.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
WILLIAMS,JUSTIN,R,14,JUSTIN WILLIAMS,22.0,30.0,15.0,15.0,21.0,1.0,0.0,7.0,10.0,4.0,1.0,14.0,18.0,4.0,0.0,89.0,56.0,63.0,46.0,3.0,12.0,15.0,0.0,20.0,23.0,6.0,1.0,9.0,3.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0
PANIK,RICHARD,R,14,RICHARD PANIK,6.0,2.0,1.0,1.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,13.0,12.0,8.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TIKHONOV,VIKTOR,R,14,VIKTOR TIKHONOV,3.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,11.0,7.0,20.0,15.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NESTRASIL,ANDREJ,C,15,ANDREJ NESTRASIL,9.0,14.0,9.0,5.0,7.0,1.0,1.0,4.0,1.0,4.0,0.0,5.0,7.0,2.0,0.0,37.0,27.0,27.0,25.0,2.0,6.0,6.0,0.0,12.0,13.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
ANDREOFF,ANDY,C,15,ANDY ANDREOFF,8.0,2.0,2.0,0.0,8.0,0.0,0.0,1.0,4.0,3.0,0.0,8.0,8.0,0.0,0.0,15.0,15.0,14.0,14.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ANISIMOV,ARTEM,C,15,ARTEM ANISIMOV,21.0,22.0,9.0,13.0,21.0,0.0,0.0,9.0,3.0,7.0,2.0,10.0,13.0,5.0,3.0,87.0,46.0,65.0,45.0,7.0,9.0,6.0,0.0,14.0,16.0,5.0,1.0,11.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
GORDON,BOYD,C,15,BOYD GORDON,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,7.0,38.0,16.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SMITH,CRAIG,C,15,CRAIG SMITH,23.0,16.0,14.0,2.0,23.0,0.0,0.0,11.0,6.0,4.0,2.0,19.0,21.0,2.0,0.0,67.0,50.0,49.0,40.0,3.0,10.0,3.0,0.0,13.0,13.0,3.0,0.0,13.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0
EICHEL,JACK,C,15,JACK EICHEL,25.0,32.0,22.0,10.0,24.0,0.0,1.0,4.0,7.0,12.0,2.0,12.0,17.0,8.0,0.0,79.0,39.0,67.0,50.0,6.0,20.0,6.0,0.0,17.0,19.0,13.0,0.0,12.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0
SHEAHAN,RILEY,C,15,RILEY SHEAHAN,15.0,11.0,5.0,6.0,15.0,0.0,0.0,1.0,9.0,4.0,1.0,9.0,11.0,3.0,1.0,48.0,29.0,65.0,38.0,3.0,5.0,3.0,0.0,10.0,10.0,1.0,0.0,6.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0
FABBRI,ROBBY,C,15,ROBBY FABBRI,18.0,19.0,8.0,11.0,18.0,0.0,0.0,6.0,4.0,8.0,0.0,15.0,16.0,2.0,0.0,49.0,36.0,40.0,34.0,3.0,8.0,6.0,2.0,11.0,13.0,6.0,0.0,12.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
GETZLAF,RYAN,C,15,RYAN GETZLAF,14.0,50.0,30.0,20.0,14.0,0.0,0.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,0.0,91.0,40.0,52.0,33.0,16.0,17.0,15.0,2.0,25.0,33.0,16.0,1.0,5.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
SMITH,ZACK,C,15,ZACK SMITH,25.0,11.0,7.0,4.0,24.0,0.0,1.0,9.0,11.0,5.0,0.0,16.0,16.0,4.0,5.0,60.0,37.0,48.0,26.0,2.0,5.0,4.0,0.0,8.0,9.0,1.0,1.0,15.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0
SMID,LADISLAV,D,15,LADISLAV SMID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,MICHAEL DEL ZOTTO,4.0,9.0,4.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,34.0,20.0,54.0,34.0,0.0,5.0,2.0,2.0,4.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NEMETH,PATRIK,D,15,PATRIK NEMETH,0.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,23.0,16.0,3.0,3.0,2.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASS,TANNER,L,15,TANNER GLASS,4.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,18.0,15.0,23.0,20.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CLUTTERBUCK,CAL,R,15,CAL CLUTTERBUCK,16.0,8.0,4.0,4.0,16.0,0.0,0.0,1.0,5.0,8.0,2.0,11.0,14.0,0.0,2.0,37.0,28.0,39.0,28.0,3.0,5.0,0.0,0.0,7.0,7.0,0.0,1.0,10.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
DORSETT,DEREK,R,15,DEREK DORSETT,5.0,11.0,5.0,6.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,26.0,22.0,44.0,38.0,6.0,2.0,3.0,0.0,9.0,10.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HALISCHUK,MATT,R,15,MATT HALISCHUK,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,PIERRE-ALEXANDRE PARENTEAU,24.0,21.0,10.0,11.0,22.0,2.0,0.0,8.0,4.0,7.0,5.0,12.0,17.0,7.0,0.0,66.0,39.0,49.0,36.0,4.0,7.0,9.0,1.0,16.0,17.0,4.0,0.0,12.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0
RUUTU,TUOMO,R,15,TUOMO RUUTU,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,14.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,ALEKSANDER BARKOV,33.0,31.0,19.0,12.0,33.0,0.0,0.0,8.0,6.0,14.0,5.0,17.0,22.0,10.0,1.0,82.0,50.0,59.0,33.0,9.0,13.0,9.0,0.0,18.0,23.0,7.0,1.0,9.0,2.0,9.0,10.0,1.0,2.0,0.0,0.0,0.0
BASS,CODY,C,16,CODY BASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRASSARD,DERICK,C,16,DERICK BRASSARD,27.0,31.0,18.0,13.0,26.0,1.0,0.0,5.0,10.0,12.0,0.0,16.0,19.0,8.0,0.0,92.0,49.0,50.0,35.0,8.0,12.0,9.0,2.0,15.0,17.0,14.0,0.0,11.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0
LINDHOLM,ELIAS,C,16,ELIAS LINDHOLM,11.0,28.0,15.0,13.0,11.0,0.0,0.0,4.0,5.0,2.0,0.0,7.0,9.0,2.0,0.0,58.0,31.0,64.0,47.0,5.0,10.0,11.0,2.0,13.0,14.0,14.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
FEHR,ERIC,C,16,ERIC FEHR,8.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,4.0,0.0,4.0,24.0,14.0,37.0,21.0,0.0,5.0,1.0,0.0,5.0,5.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
JOSEFSON,JACOB,C,16,JACOB JOSEFSON,7.0,10.0,3.0,7.0,7.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,29.0,5.0,39.0,20.0,3.0,4.0,3.0,0.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
DICKINSON,JASON,C,16,JASON DICKINSON,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,MARCUS KRUGER,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,26.0,15.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMI,MAX,C,16,MAX DOMI,18.0,34.0,24.0,10.0,18.0,0.0,0.0,3.0,8.0,7.0,0.0,12.0,14.0,4.0,0.0,82.0,43.0,53.0,31.0,8.0,11.0,14.0,1.0,18.0,20.0,13.0,1.0,11.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
SPALING,NICK,C,16,NICK SPALING,3.0,10.0,3.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,24.0,20.0,41.0,25.0,3.0,1.0,6.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
GARBUTT,RYAN,C,16,RYAN GARBUTT,7.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,6.0,6.0,0.0,1.0,24.0,21.0,39.0,34.0,3.0,3.0,1.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
ZADOROV,NIKITA,D,16,NIKITA ZADOROV,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,17.0,13.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LADD,ANDREW,L,16,ANDREW LADD,28.0,21.0,9.0,12.0,27.0,1.0,0.0,7.0,9.0,9.0,3.0,11.0,16.0,10.0,2.0,73.0,38.0,77.0,38.0,9.0,8.0,3.0,1.0,15.0,17.0,4.0,0.0,12.0,4.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0
MACARTHUR,CLARKE,L,16,CLARKE MACARTHUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,JASON ZUCKER,13.0,10.0,7.0,3.0,13.0,0.0,0.0,6.0,4.0,2.0,1.0,11.0,12.0,0.0,1.0,39.0,31.0,43.0,35.0,3.0,3.0,4.0,0.0,7.0,7.0,2.0,1.0,8.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
BROWN,CONNOR,R,16,CONNOR BROWN,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,8.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JOORIS,JOSH,R,16,JOSH JOORIS,4.0,9.0,3.0,6.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,21.0,17.0,31.0,20.0,3.0,4.0,2.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BERNIER,STEVE,R,16,STEVE BERNIER,1.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,5.0,5.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURCELL,TEDDY,R,16,TEDDY PURCELL,15.0,29.0,15.0,14.0,15.0,0.0,0.0,5.0,5.0,3.0,2.0,10.0,13.0,2.0,0.0,64.0,41.0,64.0,42.0,7.0,10.0,12.0,0.0,19.0,20.0,8.0,1.0,7.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
KILLORN,ALEX,C,17,ALEX KILLORN,14.0,26.0,18.0,8.0,14.0,0.0,0.0,7.0,2.0,4.0,1.0,7.0,11.0,3.0,0.0,75.0,48.0,46.0,36.0,15.0,5.0,5.0,1.0,21.0,22.0,3.0,1.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
RICHARDS,BRAD,C,17,BRAD RICHARDS,12.0,18.0,14.0,4.0,12.0,0.0,0.0,4.0,3.0,3.0,2.0,5.0,8.0,4.0,0.0,51.0,23.0,23.0,19.0,5.0,7.0,5.0,1.0,6.0,8.0,10.0,0.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
DUBINSKY,BRANDON,C,17,BRANDON DUBINSKY,20.0,31.0,22.0,9.0,18.0,1.0,1.0,5.0,7.0,5.0,3.0,11.0,14.0,6.0,0.0,66.0,41.0,87.0,53.0,13.0,8.0,9.0,1.0,21.0,25.0,6.0,0.0,9.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0
LEGWAND,DAVID,C,17,DAVID LEGWAND,5.0,9.0,5.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,22.0,17.0,45.0,24.0,0.0,3.0,6.0,0.0,6.0,7.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACKENZIE,DEREK,C,17,DEREK MACKENZIE,6.0,7.0,1.0,6.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,19.0,16.0,31.0,10.0,2.0,1.0,4.0,0.0,6.0,6.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
SHORE,DEVIN,C,17,DEVIN SHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,JADEN SCHWARTZ,8.0,14.0,9.0,5.0,8.0,0.0,0.0,4.0,2.0,1.0,1.0,5.0,7.0,1.0,0.0,35.0,18.0,18.0,11.0,4.0,4.0,6.0,0.0,8.0,10.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KESLER,RYAN,C,17,RYAN KESLER,21.0,32.0,19.0,13.0,20.0,1.0,0.0,6.0,7.0,8.0,0.0,10.0,15.0,5.0,1.0,71.0,33.0,56.0,36.0,6.0,11.0,14.0,1.0,15.0,22.0,10.0,0.0,14.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
MITCHELL,TORREY,C,17,TORREY MITCHELL,11.0,8.0,6.0,2.0,11.0,0.0,0.0,2.0,5.0,4.0,0.0,10.0,10.0,0.0,1.0,26.0,20.0,37.0,22.0,2.0,3.0,3.0,0.0,4.0,6.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0
STUART,BRAD,D,17,BRAD STUART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,ADAM LOWRY,7.0,10.0,6.0,4.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,7.0,0.0,0.0,28.0,24.0,54.0,33.0,2.0,5.0,3.0,0.0,9.0,10.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
MCCARTHY,JOHN,L,17,JOHN MCCARTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,LANCE BOUMA,2.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,14.0,10.0,35.0,20.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTIN,MATT,L,17,MATT MARTIN,10.0,9.0,7.0,2.0,9.0,1.0,0.0,4.0,4.0,2.0,0.0,9.0,10.0,0.0,0.0,36.0,33.0,34.0,33.0,5.0,0.0,4.0,0.0,8.0,9.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
LUCIC,MILAN,L,17,MILAN LUCIC,20.0,35.0,25.0,10.0,20.0,0.0,0.0,4.0,8.0,8.0,0.0,16.0,18.0,2.0,0.0,97.0,62.0,46.0,39.0,12.0,12.0,10.0,1.0,25.0,29.0,6.0,0.0,9.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0
RUST,BRYAN,R,17,BRYAN RUST,4.0,7.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,18.0,15.0,17.0,14.0,0.0,3.0,4.0,0.0,4.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VRBATA,RADIM,R,17,RADIM VRBATA,16.0,14.0,6.0,8.0,16.0,0.0,0.0,3.0,4.0,6.0,3.0,8.0,11.0,5.0,0.0,40.0,20.0,55.0,37.0,5.0,4.0,4.0,1.0,6.0,10.0,4.0,0.0,7.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0
DOWNIE,STEVE,R,17,STEVE DOWNIE,3.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,8.0,7.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMMONDS,WAYNE,R,17,WAYNE SIMMONDS,33.0,28.0,18.0,10.0,32.0,0.0,1.0,4.0,12.0,16.0,1.0,15.0,20.0,13.0,0.0,92.0,47.0,61.0,42.0,4.0,10.0,14.0,0.0,18.0,20.0,8.0,0.0,14.0,0.0,8.0,1.0,3.0,7.0,0.0,0.0,0.0
O'NEILL,BRIAN,C,18,BRIAN O'NEILL,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITTLE,BRYAN,C,18,BRYAN LITTLE,17.0,25.0,14.0,11.0,17.0,0.0,0.0,7.0,6.0,4.0,0.0,12.0,13.0,2.0,2.0,57.0,33.0,70.0,33.0,11.0,9.0,4.0,1.0,12.0,15.0,10.0,0.0,8.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0
STEPHENSON,CHANDLER,C,18,CHANDLER STEPHENSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCLEMENT,JAY,C,18,JAY MCCLEMENT,3.0,8.0,7.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,19.0,18.0,55.0,34.0,5.0,1.0,2.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ANDERSSON,JOAKIM,C,18,JOAKIM ANDERSSON,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,11.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
STAJAN,MATT,C,18,MATT STAJAN,6.0,11.0,8.0,3.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,30.0,25.0,54.0,34.0,2.0,7.0,2.0,0.0,10.0,10.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CARTER,RYAN,C,18,RYAN CARTER,7.0,5.0,4.0,1.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,6.0,6.0,0.0,1.0,14.0,13.0,33.0,17.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
